resolution_topics;gender;name;resolution_category;retweet_count;text;tweet_coord;tweet_created;tweet_date;tweet_id;tweet_location;tweet_state;user_timezone;tweet_region
Donate more to charity;female;maryvailMBA;Philanthropic;;"A #NewYearsResolution FOR HUMANITY ,  http://t.co/0r4jRBgbMP  
#nonprofit #wypf #donation #MakingADifference http://t.co/U3T4NerVST";;2014-12-30T20:31:00;2014-12-30;5,50147E+17;Las Vegas, NV;NV;Pacific Time (US & Canada);West
Be more positive;female;dinamariepelly;Personal Growth;;#NewYearsResolution ...be kind to all, stop talking badly about others, and be open to new and exciting things;;2014-12-30T20:32:00;2014-12-30;5,50147E+17;Pittsburgh ??????;PA;Central Time (US & Canada);Northeast
Improve my attitude;male;DizBoiMikeWild;Personal Growth;;"""@nonprophetess: #NewYearsResolution 

Forget past mistakes and move on to greater mistakes."" true";;2014-12-30T20:33:00;2014-12-30;5,50148E+17;jamaica,ny;NY;Eastern Time (US & Canada);Northeast
Set up a home gym;female;AmberDp29;Health & Fitness;;"#Resolution #2014 complete. no more #flatass, &amp; my thighs don't look like they were beaten with a bag of nickels #NewYearsResolution #gymrat";;2014-12-30T20:34:00;2014-12-30;5,50148E+17;Louisiana;LA;Hawaii;South
Improve my body;male;JARhealth;Health & Fitness;;Working on #health #fitness and #motivation 2015 is the kick of a great year #NewYearsResolution http://t.co/MJjEXFpCbH;;2014-12-30T20:34:00;2014-12-30;5,50148E+17;Massachusetts USA;MA;Eastern Time (US & Canada);Northeast
Humor about not Resolutions in general;female;SidneyHarper0;Humor;;My #NewYearsResolution is to stop singing Cheetah Girls' songs at inappropriate times.;;2014-12-30T20:35:00;2014-12-30;5,50148E+17;South Carolina;SC;;South
Finish school;male;cashsavior;Education/Training;;Finally find out which way tightens/loosens bolts. #NewYearsResolution;;2014-12-30T20:36:00;2014-12-30;5,50148E+17;Parowan, Utah;UT;Mountain Time (US & Canada);West
Humor about Health and Fitness Resolutions;male;rashaaddenzel;Humor;;get the dead skin off my feet. #newyearsresolution;;2014-12-30T20:36:00;2014-12-30;5,50148E+17;New York;NY;Eastern Time (US & Canada);Northeast
Make new friends;female;lukesmj;Family/Friends/Relationships;;#NewYearsResolution to get luna to stan 5sos;;2014-12-30T20:41:00;2014-12-30;5,5015E+17;wa;WA;Hawaii;West
Humor about Education/Training Resolutions;male;cashsavior;Humor;;"Plearn pthe prules pof pthe ""psilent p"". #NewYearsResolution";;2014-12-30T20:43:00;2014-12-30;5,5015E+17;Parowan, Utah;UT;Mountain Time (US & Canada);West
Humor about Recreation and Leisure Resolutions;female;cubanelle;Humor;;RT @madamradams: no more ramen shops, Chicago. #NewYearsResolution;;2014-12-30T20:45:00;2014-12-30;5,50151E+17;Chicago, IL;IL;Central Time (US & Canada);Midwest
Take a trip;female;cintavu;Recreation & Leisure;;I need to get better at #leagueoflegends #NewYearsResolution  lmfao;;2014-12-30T20:45:00;2014-12-30;5,50151E+17;Columbus;OH;;Midwest
Be more positive;female;dinamariepelly;Personal Growth;;One last note... #NewYearsResolution to forgive and forget. Forgive myself for being stupid and forget you ever existed _???;;2014-12-30T20:45:00;2014-12-30;5,50151E+17;Pittsburgh ??????;PA;Central Time (US & Canada);Northeast
Update my wardrobe;female;genebybird;Personal Growth;;2015: step up my hat game. _??? #NewYearsResolution;;2014-12-30T20:47:00;2014-12-30;5,50151E+17;San Marcos, TX;TX;Central Time (US & Canada);South
Improve my body;male;Scot_in_Sac;Health & Fitness;;My #NewYearsResolution: No #chickenlegs! #DontSkipLegDay http://t.co/lPMSVQuEh4;;2014-12-30T20:51:00;2014-12-30;5,50152E+17;Sacramento;CA;Pacific Time (US & Canada);West
Be More Fun;female;mlynne3;Personal Growth;;"Thinking my #NewYearsResolution s/b 2 just throw it all out the window, let my hair down &amp; be crazy. At least once-just do whatever I want!";;2014-12-30T20:52:00;2014-12-30;5,50152E+17;Saint Louis, Missouri;MO;Central Time (US & Canada);Midwest
Eat healthier;female;rmjune18;Health & Fitness;;#NewYearsResolution since everyone makes bizarre ones, here's mine... no more eating Taco Bell;;2014-12-30T20:53:00;2014-12-30;5,50153E+17;garden city, mi;MI;Quito;Midwest
Humor about New Years;male;kansasnick;Humor;;#NewYearsResolution Take down this Christmas tree.;;2014-12-30T20:53:00;2014-12-30;5,50153E+17;Kansas;KS;Central Time (US & Canada);Midwest
Humor about New Years;male;Anthony_Marc_;Humor;;My #NewYearsResolution is to teach all those poor white girls how to even.;;2014-12-30T20:53:00;2014-12-30;5,50153E+17;St Louis;MO;Central Time (US & Canada);Midwest
Humor about Personal Growth and Interests Resolutions;male;frank_tha_tank1;Humor;;#NewYearsResolution get better nudes lol;;2014-12-30T20:57:00;2014-12-30;5,50154E+17;nyc;NY;;Northeast
Humor about Personal Growth and Interests Resolutions;male;cashsavior;Humor;;Try some different shoe sizes. #NewYearsResolution;;2014-12-30T20:59:00;2014-12-30;5,50154E+17;Parowan, Utah;UT;Mountain Time (US & Canada);West
Be more positive;female;DrinkPink4Hope;Personal Growth;;RT @LeiannElliott: Planning to take a moment out of each day to stop and smell the roses. #NewYearsResolution #CountOurBlessingOneByOne;;2014-12-30T21:00:00;2014-12-30;5,50154E+17;Fort Lupton, CO;CO;;West
Eat healthier;female;MissingLynxx;Health & Fitness;;@BlakesNatural More yoga, more fruits and veggies, more organic foods, living in the present moment :) #NewYearsResolution;;2014-12-30T21:05:00;2014-12-30;5,50156E+17;MA;MA;Quito;Northeast
Donate more to charity;female;GlitziMommy;Philanthropic;;@AuntieAnnes to donate my time organizing a fundraiser for my favorite charity #NewYearsResolution;;2014-12-30T21:08:00;2014-12-30;5,50157E+17;Chicago;IL;Central Time (US & Canada);Midwest
Eat healthier;male;MikeyShoumlisky;Health & Fitness;;RT @DylanMetzinger: #NewYearsResolution start eating pears;;2014-12-30T21:09:00;2014-12-30;5,50157E+17;Sinking Spring, PA;PA;Pacific Time (US & Canada);Northeast
Humor about New Years;male;acidentalheaven;Humor;;My wife says her #NewYearsResolution is to be more responsive to our dogs...mine is to let her! #2014Memories #NewYearsEve;;2014-12-30T21:09:00;2014-12-30;5,50157E+17;Fresno, California;CA;Pacific Time (US & Canada);West
Improve my attitude;male;Dja_2113;Personal Growth;;#NewYearsResolution be heartless _?? and not give any fucks;;2014-12-30T21:10:00;2014-12-30;5,50157E+17;San Diego/Austin Tx;TX;;South
Humor about Family/Friends/Relationships Resolutions;male;thejamesluster;Humor;;""" finally tell that dog next door about the good word of Jesus""
-son of Sam #NewYearsResolution";;2014-12-30T21:20:00;2014-12-30;5,50159E+17;Portland, OR;OR;;West
Humor about Recreation and Leisure Resolutions;male;SteveFulc516;Humor;;So can my #NewYearsResolution be getting my level 7 access? #AgentsofSHIELD @clarkgregg @MingNa @iambjbritt @ChloeBennet4;;2014-12-30T21:26:00;2014-12-30;5,50161E+17;New York;NY;Quito;Northeast
Eat healthier;female;elliegarner23;Health & Fitness;;#NewYearsResolution I wanna lose three pounds;;2014-12-30T21:30:00;2014-12-30;5,50162E+17;bentonville||conway;AR;Eastern Time (US & Canada);South
Humor about not Keeping Resolutions;female;Lindseykupfer;Humor;;I am making a resolution, not to make resolutions. Mainly because I've had the same journal for 10 years. #NewYearsEve #NewYearsResolution;;2014-12-30T21:36:00;2014-12-30;5,50163E+17;New York, NY;NY;Arizona;Northeast
Humor about not Resolutions in general;male;Itz_Ahmed7;Humor;;"RT @D_hemp18: ""@Itz_Ahmed7: #NewYearsResolution Ima be a savage""";;2014-12-30T21:36:00;2014-12-30;5,50164E+17;Erie, PA;PA;;Northeast
Drink more water;female;2PeasInAPoddd;Health & Fitness;;RT @donovankh21: #NewYearsResolution is to drink more h2o #weightXoz??2;;2014-12-30T21:55:00;2014-12-30;5,50168E+17;OHIO;OH;Eastern Time (US & Canada);Midwest
Improve my body;male;walraven25;Health & Fitness;;"RT @nonprophetess: #NewYearsResolution 

Start a regular napping routine. http://t.co/m1OgihJpYS";;2014-12-30T22:13:00;2014-12-30;5,50173E+17;California;CA;;West
Humor about New Years;male;ThomasMarheine;Humor;;Imma Do It For The Vine in 2015 #2015 #NewYearsEve #NewYearsResolution;;2014-12-30T22:15:00;2014-12-30;5,50173E+17;Los Angeles;CA;;West
Try new things;female;EndlessSummer17;Personal Growth;;#NewYearsResolution ?_???? to be more open minded about trying new foods in Europe...except seafood. Always going to hate it;;2014-12-30T22:18:00;2014-12-30;5,50174E+17;Long Island, NY/Washington, DC;NY;Eastern Time (US & Canada);Northeast
Take a trip;male;Michael___B;Recreation & Leisure;;#newyearsresolution more instagram selfies #selfie #kingdomhearts #mickey #exo http://t.co/8bjiO9MK7g;;2014-12-30T22:29:00;2014-12-30;5,50177E+17;arizona;AZ;Pacific Time (US & Canada);West
Humor about Personal Growth and Interests Resolutions;male;myalbaniancrown;Humor;;"""Girl, I'm not pussy whipped, I'm cunt gripped.."" - Almir Ismani #WordstoLiveBy #NewYearsResolution #ImAddicted";;2014-12-30T22:32:00;2014-12-30;5,50178E+17;Kenosha, WI;WI;Central Time (US & Canada);Midwest
Get more sleep;female;cardozo_odaliz;Health & Fitness;;"I srsly have the worst sleeping habits..
#newyearsresolution??";;2014-12-30T22:44:00;2014-12-30;5,50181E+17;Houston, TX;TX;Eastern Time (US & Canada);South
Focus on my self;female;miniimuffin;Personal Growth;;WAHHH British hubbs wake uppp_???_??_???_?? so boreddd! well my #newyearsresolution is to learn how to be my own best friend._??;;2014-12-30T22:46:00;2014-12-30;5,50181E+17;in the cornfields, Iowa;IA;Central Time (US & Canada);Midwest
Humor about Health and Fitness Resolutions;male;JorelLaraKalel;Humor;;#NewYearsResolution Eat more @GODIVA, especially life-size #chocolate. Have a sweet #NewYearsEve and a #HappyNewYear http://t.co/9dgzLK5jhk;;2014-12-30T22:56:00;2014-12-30;5,50184E+17;San Diego, CA;CA;;West
Spend more time with family;male;Bry_American;Family/Friends/Relationships;;#NewYearsResolution          #1 more people time, less phone time;;2014-12-30T22:59:00;2014-12-30;5,50184E+17;poland - lowellville;OH;Quito;Midwest
Humor about Health and Fitness Resolutions;female;paolamoralessss;Humor;;PRIORITIES #NewYearsResolution http://t.co/GU4q623HPX;;2014-12-30T23:14:00;2014-12-30;5,50188E+17;california.;CA;Pacific Time (US & Canada);West
Humor about Education/Training Resolutions;male;TerrellYutzie;Humor;;I need to chew more gum. #RandomThoughts (#NewYearsResolution?) _?_?;;2014-12-30T23:17:00;2014-12-30;5,50189E+17;Oregon, USA;OR;Pacific Time (US & Canada);West
Be more positive;female;nimraburn;Personal Growth;;some things are just meant to be let go of... #newyearsresolution http://t.co/eGsUd4aHCz;;2014-12-30T23:49:00;2014-12-30;5,50197E+17;chi-town?????;IL;Central Time (US & Canada);Midwest
Humor about Personal Growth and Interests Resolutions;male;Vonsk12;Humor;;Think I may try this. #NewYearsResolution http://t.co/wlnmzycFDO;;2014-12-31T00:15:00;2014-12-31;5,50203E+17;norfolk;VA;;South
Get a new job;male;andrewloomisbar;Career;;_?? I promise to be your favorite bartender, 2014 til infinity... _?? #NewYearsResolution ??__???;;2014-12-31T00:23:00;2014-12-31;5,50206E+17;Clarion, PA;PA;Atlantic Time (Canada);Northeast
Excersize More;female;TranLena;Health & Fitness;;My New Years resolution is to get my grades up, be fit and healthy, be myself ????? #NewYearsResolution;;2014-12-31T01:34:00;2014-12-31;5,50224E+17;P D X ????? R i p C i t y;OR;Arizona;West
Make new friends;female;HalYummy81;Family/Friends/Relationships;;"#NewYearsResolution 2 make time for things I enjoy... My babies, my family, me time &amp; time with my mum :-)";;2014-12-31T02:10:00;2014-12-31;5,50233E+17;Mystic Falls;WY;Casablanca;West
Donate more to charity;male;Allevallergies;Philanthropic;;#NewYearsResolution help http://t.co/F3yO6Je6EG;;2014-12-31T02:37:00;2014-12-31;5,50239E+17;Hamilton Ohio;OH;Eastern Time (US & Canada);Midwest
Be More Fun;male;Hoppalicious;Personal Growth;;And while I'm all for self improvement, I don't need YOUR Yoga, crossfit, sobriety and kale shoved down my throat #NewYearsResolution;;2014-12-31T03:33:00;2014-12-31;5,50253E+17;Westchester County, NY;NY;Eastern Time (US & Canada);Northeast
Spend more time with family;male;I85_South;Family/Friends/Relationships;;#NewYearsResolution Prolly be getting my family together _???_??;;2014-12-31T04:18:00;2014-12-31;5,50265E+17;GState;GA;Atlantic Time (Canada);South
Get a new job;female;kathleenkl;Career;;A work related #resolution for the New Year http://t.co/kUG2eu3r0Z #worklife #havingitall #newyearsresolution #workingmoms #sticktoit;;2014-12-31T04:18:00;2014-12-31;5,50265E+17;Long Island, New York;NY;Eastern Time (US & Canada);Northeast
Humor about not Resolutions in general;male;OBTino23;Humor;;"My #NewYearsResolution is..... Giving.....other shoe brands a look instead of strictly #AirJordan &amp;??_ http://t.co/2rWKzObNfX";;2014-12-31T04:35:00;2014-12-31;5,50269E+17;Michigan;MI;Eastern Time (US & Canada);Midwest
Humor about not Keeping Resolutions;female;JohannaS1974;Humor;;My #NewYearsResolution  is to not make any resolutions;;2014-12-31T04:35:00;2014-12-31;5,50269E+17;Washington;WA;;West
Humor about Finance Resolutions;male;lennon_peter;Humor;;#NewYearsResolution Be the biggest Cunt on the Planet!_???????;;2014-12-31T04:42:00;2014-12-31;5,50271E+17;Broadmoor.;CA;;West
Go to Europe;male;KINGNANDERS;Recreation & Leisure;;"RT @LAKingsIceCrew: End of the 1st &amp; the Kings need a goal. Speaking of goals...Taylor's #NewYearsResolution #KICresolutions #PunIntended h??_";;2014-12-31T04:55:00;2014-12-31;5,50274E+17;Los Angeles;CA;;West
Spend more time with family;male;chaddybwoy;Family/Friends/Relationships;;"RT @jjanise90: ""@chaddybwoy: When your friend finally tells u the truth #newyearsresolution (tag a friend) http://t.co/mweeU40QuH"" dwl..beh??_";;2014-12-31T04:57:00;2014-12-31;5,50274E+17;Florida;FL;;South
Eat fewer carbs;female;PavedSilverRoad;Health & Fitness;;#NewYearsResolution Stop guesstimating carbs #dsma #ourd #diabetes http://t.co/ojZIZZpfIt;;2014-12-31T04:58:00;2014-12-31;5,50275E+17;Da UP;MI;;Midwest
Take a cross country trip;female;ChristeneCarr;Recreation & Leisure;;#NewYearsResolution: travel more. Not from couch to fridge... something just a bit more exciting.;;2014-12-31T05:02:00;2014-12-31;5,50276E+17;NewYork/New Jersey;NY;Central Time (US & Canada);Northeast
Humor about Health and Fitness Resolutions;female;bvanharjr;Humor;;#NewYearsResolution I'd trade 99% of my fat for fluffeh tails (and a pizza);;2014-12-31T05:06:00;2014-12-31;5,50277E+17;Vancouver, WA, USA;WA;Pacific Time (US & Canada);West
Humor about Personal Growth and Interests Resolutions;male;TLong51;Humor;;"In a good mood. Will have to take care of that later. Ruins my rep.

#NewYearsResolution 
#GrumpKing";;2014-12-31T05:10:00;2014-12-31;5,50278E+17;Minnesota;MN;Central Time (US & Canada);Midwest
Be more positive;male;somuchtheman;Personal Growth;;The only resolution worth making? Resolve to submit to Christ, HIS will for your life. #follow #Christ #NewYearsResolution #submissive;;2014-12-31T05:15:00;2014-12-31;5,50279E+17;Florida;FL;Eastern Time (US & Canada);South
Be more positive;female;SarahHAugusta;Personal Growth;;I am eternally optimistic that my #NewYearsResolution goals can be achieved each year.;;2014-12-31T05:26:00;2014-12-31;5,50282E+17;Augusta, GA;GA;Eastern Time (US & Canada);South
Humor about Health and Fitness Resolutions;male;macsnapon;Humor;;@StarTrek I'd make a #NewYearsResolution with Mr. Scott that we both lose a few pounds, drink better scotch, and steal a starship.;;2014-12-31T05:29:00;2014-12-31;5,50283E+17;42.978162, -78.808103;NY;Eastern Time (US & Canada);Northeast
Other;male;RielProphet;Family/Friends/Relationships;;"If you say something to me in 2015 and I don't respond,
.. That's how you know I don't fuck with you anymore _??? #NewYear #NewYearsResolution";;2014-12-31T05:38:00;2014-12-31;5,50285E+17;Madison, WI;WI;;Midwest
Improve my body;female;DoctorViv;Health & Fitness;;"Keep moving to get healthy! 
#NewYearsResolution #WomensHealth
 http://t.co/pYfVYhAR9v";;2014-12-31T05:39:00;2014-12-31;5,50285E+17;Akron, Ohio;OH;Central Time (US & Canada);Midwest
Be more positive;male;gdcribbs;Personal Growth;;Parents: love and accept your children for exactly who they are, 100% unconditional love. #20ThingsIWantFor2015 #NewYearsResolution #2015;;2014-12-31T05:49:00;2014-12-31;5,50288E+17;Highspire, PA;PA;;Northeast
Hike more;female;Cloey_Bullon;Recreation & Leisure;;WHAT'S BETTER THAN A NEW YEAR? THE FACT THAT ALL 10 SEASONS OF FRIENDS WILL BE ON NETFIX TOMORROW #NewYearsResolution;;2014-12-31T05:53:00;2014-12-31;5,50289E+17;chicago;IL;Eastern Time (US & Canada);Midwest
Improve my appearance;female;NatBennett87;Personal Growth;;My #NewYearsResolution for 2015 is to become blonde again without all my hair falling out. =);;2014-12-31T05:54:00;2014-12-31;5,50289E+17;Oklahoma;OK;Central Time (US & Canada);South
Other;female;ClaireEParker1;Personal Growth;;#NewYearsResolution - Live your life the way you WANT to, not the way others EXPECT you to! _???;;2014-12-31T05:54:00;2014-12-31;5,50289E+17;Boston, USA via Windsor, UK;MA;Eastern Time (US & Canada);Northeast
Quit smoking;male;POLOdrawlsHO;Health & Fitness;;Not smoking weed in 2015. Working out heavy in 2015. Keeping my distance from Mfs in 2015. My #NewYearsResolution;;2014-12-31T05:55:00;2014-12-31;5,50289E+17;Jugg'n in Chiraq,USA;IL;Central Time (US & Canada);Midwest
